"x_center","y_center","intensity","location"
3.075,6.975,0,"IF"
3.225,6.975,0,"IF"
3.375,6.975,1111.11111111111,"IF"
3.525,6.975,1555.55555555556,"IF"
3.675,6.975,3155.55555555556,"IF"
3.825,6.975,2711.11111111111,"IF"
3.975,6.975,4177.77777777778,"IF"
4.125,6.975,4711.11111111111,"IF"
4.275,6.975,5422.22222222222,"IF"
4.425,6.975,5200,"IF"
4.575,6.975,4488.88888888889,"IF"
4.725,6.975,3644.44444444444,"IF"
4.875,6.975,1688.88888888889,"IF"
5.025,6.975,3288.88888888889,"IF"
5.175,6.975,3200,"IF"
5.325,6.975,3333.33333333333,"CT"
5.475,6.975,1822.22222222222,"CT"
5.625,6.975,3022.22222222222,"CT"
5.775,6.975,2577.77777777778,"CT"
5.925,6.975,2755.55555555556,"CT"
6.075,6.975,2000,"CT"
6.225,6.975,2444.44444444444,"CT"
6.375,6.975,1555.55555555556,"CT"
6.525,6.975,2088.88888888889,"CT"
6.675,6.975,2400,"CT"
6.825,6.975,1288.88888888889,"CT"
6.975,6.975,1955.55555555556,"CT"
7.125,6.975,1777.77777777778,"CT"
7.275,6.975,2044.44444444444,"CT"
7.425,6.975,1466.66666666667,"CT"
7.575,6.975,1644.44444444444,"CT"
7.725,6.975,577.777777777778,"CT"
7.875,6.975,533.333333333333,"CT"
8.025,6.975,1066.66666666667,"CT"
8.175,6.975,1955.55555555556,"CT"
8.325,6.975,2355.55555555556,"CT"
8.475,6.975,3422.22222222222,"CT"
8.625,6.975,2488.88888888889,"CT"
8.775,6.975,3377.77777777778,"CT"
8.925,6.975,1644.44444444444,"CT"
9.075,6.975,2088.88888888889,"CT"
9.225,6.975,888.888888888889,"CT"
9.375,6.975,1066.66666666667,"CT"
9.525,6.975,3022.22222222222,"CT"
9.675,6.975,2000,"CT"
9.825,6.975,2133.33333333333,"CT"
9.975,6.975,977.777777777778,"CT"
10.125,6.975,3822.22222222222,"CT"
10.275,6.975,666.666666666667,"CT"
10.425,6.975,0,"CT"
10.575,6.975,0,"CT"
10.725,6.975,0,"CT"
10.875,6.975,0,"CT"
11.025,6.975,0,"CT"
11.925,6.975,0,"N"
12.075,6.975,0,"N"
12.225,6.975,0,"N"
12.375,6.975,444.444444444444,"N"
12.525,6.975,444.444444444444,"N"
12.675,6.975,311.111111111111,"N"
12.825,6.975,266.666666666667,"N"
12.975,6.975,400,"N"
13.125,6.975,311.111111111111,"N"
13.275,6.975,0,"N"
13.425,6.975,88.8888888888889,"N"
13.575,6.975,0,"N"
13.725,6.975,0,"N"
13.875,6.975,0,"N"
14.025,6.975,0,"N"
14.175,6.975,0,"N"
14.325,6.975,0,"N"
14.475,6.975,0,"N"
14.625,6.975,0,"N"
14.775,6.975,0,"N"
14.925,6.975,0,"N"
15.075,6.975,0,"N"
15.225,6.975,0,"N"
15.375,6.975,0,"N"
15.525,6.975,0,"N"
15.675,6.975,0,"N"
15.825,6.975,0,"N"
15.975,6.975,0,"N"
16.125,6.975,0,"N"
16.275,6.975,0,"N"
16.425,6.975,0,"N"
16.575,6.975,0,"N"
16.725,6.975,0,"N"
16.875,6.975,0,"N"
17.025,6.975,0,"N"
17.175,6.975,0,"N"
17.325,6.975,0,"N"
17.475,6.975,0,"N"
17.625,6.975,0,"N"
17.775,6.975,0,"N"
17.925,6.975,0,"N"
18.075,6.975,0,"N"
18.225,6.975,0,"N"
18.375,6.975,0,"N"
18.525,6.975,0,"N"
18.675,6.975,0,"N"
18.825,6.975,0,"N"
18.975,6.975,0,"N"
19.125,6.975,0,"N"
19.275,6.975,0,"N"
19.425,6.975,0,"N"
19.575,6.975,0,"N"
19.725,6.975,0,"N"
19.875,6.975,0,"N"
20.025,6.975,0,"N"
20.175,6.975,0,"N"
20.325,6.975,0,"N"
20.475,6.975,0,"N"
20.625,6.975,0,"N"
20.775,6.975,0,"N"
20.925,6.975,0,"N"
21.075,6.975,0,"N"
21.225,6.975,0,"N"
21.375,6.975,0,"N"
21.525,6.975,0,"N"
21.675,6.975,0,"N"
21.825,6.975,0,"N"
21.975,6.975,0,"N"
22.125,6.975,0,"N"
22.275,6.975,0,"N"
22.425,6.975,0,"N"
22.575,6.975,0,"N"
22.725,6.975,0,"N"
22.875,6.975,0,"N"
23.025,6.975,0,"N"
23.175,6.975,0,"N"
23.325,6.975,0,"N"
23.475,6.975,0,"N"
23.625,6.975,0,"N"
23.775,6.975,0,"N"
23.925,6.975,0,"N"
1.575,7.125,0,"N"
1.725,7.125,0,"N"
1.875,7.125,0,"N"
2.025,7.125,0,"N"
2.175,7.125,0,"N"
2.325,7.125,0,"N"
2.475,7.125,0,"N"
2.625,7.125,0,"IF"
2.775,7.125,0,"IF"
2.925,7.125,0,"IF"
3.075,7.125,0,"IF"
3.225,7.125,0,"IF"
3.375,7.125,1066.66666666667,"IF"
3.525,7.125,1955.55555555556,"IF"
3.675,7.125,2355.55555555556,"IF"
3.825,7.125,3777.77777777778,"IF"
3.975,7.125,4755.55555555556,"IF"
4.125,7.125,3022.22222222222,"IF"
4.275,7.125,2844.44444444444,"IF"
4.425,7.125,3511.11111111111,"IF"
4.575,7.125,6133.33333333333,"IF"
4.725,7.125,4311.11111111111,"IF"
4.875,7.125,1866.66666666667,"IF"
5.025,7.125,4800,"IF"
5.175,7.125,2888.88888888889,"IF"
5.325,7.125,2622.22222222222,"CT"
5.475,7.125,1066.66666666667,"CT"
5.625,7.125,1822.22222222222,"CT"
5.775,7.125,1911.11111111111,"CT"
5.925,7.125,2044.44444444444,"CT"
6.075,7.125,2355.55555555556,"CT"
6.225,7.125,3022.22222222222,"CT"
6.375,7.125,2311.11111111111,"CT"
6.525,7.125,1244.44444444444,"CT"
6.675,7.125,1644.44444444444,"CT"
6.825,7.125,2622.22222222222,"CT"
6.975,7.125,2711.11111111111,"CT"
7.125,7.125,2800,"CT"
7.275,7.125,1955.55555555556,"CT"
7.425,7.125,1422.22222222222,"CT"
7.575,7.125,1733.33333333333,"CT"
7.725,7.125,1200,"CT"
7.875,7.125,1955.55555555556,"CT"
8.025,7.125,888.888888888889,"CT"
8.175,7.125,1022.22222222222,"CT"
8.325,7.125,2533.33333333333,"CT"
8.475,7.125,2711.11111111111,"CT"
8.625,7.125,2266.66666666667,"CT"
8.775,7.125,2222.22222222222,"CT"
8.925,7.125,2622.22222222222,"CT"
9.075,7.125,2044.44444444444,"CT"
9.225,7.125,1955.55555555556,"CT"
9.375,7.125,1644.44444444444,"CT"
9.525,7.125,1555.55555555556,"CT"
9.675,7.125,1688.88888888889,"CT"
9.825,7.125,1022.22222222222,"CT"
9.975,7.125,1022.22222222222,"CT"
10.125,7.125,2800,"CT"
10.275,7.125,933.333333333333,"CT"
10.425,7.125,0,"CT"
10.575,7.125,0,"CT"
10.725,7.125,0,"CT"
10.875,7.125,0,"CT"
11.775,7.125,0,"N"
11.925,7.125,0,"N"
12.075,7.125,88.8888888888889,"N"
12.225,7.125,400,"N"
12.375,7.125,133.333333333333,"N"
12.525,7.125,577.777777777778,"N"
12.675,7.125,311.111111111111,"N"
12.825,7.125,444.444444444444,"N"
12.975,7.125,888.888888888889,"N"
13.125,7.125,444.444444444444,"N"
13.275,7.125,0,"N"
13.425,7.125,88.8888888888889,"N"
13.575,7.125,0,"N"
13.725,7.125,0,"N"
13.875,7.125,0,"N"
14.025,7.125,0,"N"
14.175,7.125,0,"N"
14.325,7.125,0,"N"
14.475,7.125,133.333333333333,"N"
14.625,7.125,0,"N"
14.775,7.125,0,"N"
14.925,7.125,0,"N"
15.075,7.125,0,"N"
15.225,7.125,0,"N"
15.375,7.125,0,"N"
15.525,7.125,0,"N"
15.675,7.125,0,"N"
15.825,7.125,0,"N"
15.975,7.125,0,"N"
16.125,7.125,0,"N"
16.275,7.125,0,"N"
16.425,7.125,0,"N"
16.575,7.125,0,"N"
16.725,7.125,0,"N"
16.875,7.125,0,"N"
17.025,7.125,0,"N"
17.175,7.125,0,"N"
17.325,7.125,0,"N"
17.475,7.125,0,"N"
17.625,7.125,0,"N"
17.775,7.125,0,"N"
17.925,7.125,0,"N"
18.075,7.125,0,"N"
18.225,7.125,0,"N"
18.375,7.125,0,"N"
18.525,7.125,0,"N"
18.675,7.125,0,"N"
18.825,7.125,0,"N"
18.975,7.125,0,"N"
19.125,7.125,0,"N"
19.275,7.125,0,"N"
19.425,7.125,0,"N"
19.575,7.125,0,"N"
19.725,7.125,0,"N"
19.875,7.125,0,"N"
20.025,7.125,0,"N"
20.175,7.125,0,"N"
20.325,7.125,0,"N"
20.475,7.125,0,"N"
20.625,7.125,0,"N"
20.775,7.125,0,"N"
20.925,7.125,0,"N"
21.075,7.125,0,"N"
21.225,7.125,0,"N"
21.375,7.125,0,"N"
21.525,7.125,0,"N"
21.675,7.125,0,"N"
21.825,7.125,0,"N"
21.975,7.125,0,"N"
22.125,7.125,0,"N"
22.275,7.125,0,"N"
22.575,7.125,0,"N"
22.725,7.125,0,"N"
22.875,7.125,0,"N"
23.025,7.125,0,"N"
23.175,7.125,0,"N"
23.325,7.125,0,"N"
23.475,7.125,0,"N"
23.625,7.125,0,"N"
23.775,7.125,0,"N"
23.925,7.125,0,"N"
1.425,7.275,0,"N"
1.575,7.275,0,"N"
1.725,7.275,0,"N"
1.875,7.275,0,"N"
2.025,7.275,0,"N"
2.175,7.275,0,"N"
2.325,7.275,0,"N"
2.475,7.275,0,"IF"
2.625,7.275,0,"IF"
2.775,7.275,0,"IF"
2.925,7.275,0,"IF"
3.075,7.275,0,"IF"
3.225,7.275,488.888888888889,"IF"
3.375,7.275,1377.77777777778,"IF"
3.525,7.275,3288.88888888889,"IF"
3.675,7.275,4133.33333333333,"IF"
3.825,7.275,4400,"IF"
3.975,7.275,4533.33333333333,"IF"
4.125,7.275,3111.11111111111,"IF"
4.275,7.275,4044.44444444444,"IF"
4.425,7.275,4666.66666666667,"IF"
4.575,7.275,3555.55555555556,"IF"
4.725,7.275,3288.88888888889,"IF"
4.875,7.275,1777.77777777778,"IF"
5.025,7.275,2800,"IF"
5.175,7.275,2488.88888888889,"CT"
5.325,7.275,2444.44444444444,"CT"
5.475,7.275,1955.55555555556,"CT"
5.625,7.275,1733.33333333333,"CT"
5.775,7.275,1111.11111111111,"CT"
5.925,7.275,1822.22222222222,"CT"
6.075,7.275,1911.11111111111,"CT"
6.225,7.275,1466.66666666667,"CT"
6.375,7.275,1555.55555555556,"CT"
6.525,7.275,1644.44444444444,"CT"
6.675,7.275,1200,"CT"
6.825,7.275,977.777777777778,"CT"
6.975,7.275,2177.77777777778,"CT"
7.125,7.275,2577.77777777778,"CT"
7.275,7.275,1466.66666666667,"CT"
7.425,7.275,1866.66666666667,"CT"
7.575,7.275,1200,"CT"
7.725,7.275,1511.11111111111,"CT"
7.875,7.275,2133.33333333333,"CT"
8.025,7.275,1155.55555555556,"CT"
8.175,7.275,1155.55555555556,"CT"
8.325,7.275,2311.11111111111,"CT"
8.475,7.275,1911.11111111111,"CT"
8.625,7.275,1155.55555555556,"CT"
8.775,7.275,622.222222222222,"CT"
8.925,7.275,1466.66666666667,"CT"
9.075,7.275,2400,"CT"
9.225,7.275,2088.88888888889,"CT"
9.375,7.275,1600,"CT"
9.525,7.275,888.888888888889,"CT"
9.675,7.275,622.222222222222,"CT"
9.825,7.275,1288.88888888889,"CT"
9.975,7.275,666.666666666667,"CT"
10.125,7.275,577.777777777778,"CT"
10.275,7.275,0,"CT"
10.425,7.275,0,"CT"
10.575,7.275,0,"CT"
10.725,7.275,0,"CT"
10.875,7.275,0,"CT"
11.625,7.275,0,"N"
11.775,7.275,0,"N"
11.925,7.275,133.333333333333,"N"
12.075,7.275,177.777777777778,"N"
12.225,7.275,266.666666666667,"N"
12.375,7.275,755.555555555556,"N"
12.525,7.275,577.777777777778,"N"
12.675,7.275,311.111111111111,"N"
12.825,7.275,311.111111111111,"N"
12.975,7.275,177.777777777778,"N"
13.125,7.275,577.777777777778,"N"
13.275,7.275,266.666666666667,"N"
13.425,7.275,44.4444444444444,"N"
13.575,7.275,133.333333333333,"N"
13.725,7.275,133.333333333333,"N"
13.875,7.275,133.333333333333,"N"
14.025,7.275,0,"N"
14.175,7.275,0,"N"
14.325,7.275,88.8888888888889,"N"
14.475,7.275,0,"N"
14.625,7.275,0,"N"
14.775,7.275,0,"N"
14.925,7.275,0,"N"
15.075,7.275,0,"N"
15.225,7.275,0,"N"
15.375,7.275,0,"N"
15.525,7.275,0,"N"
15.675,7.275,0,"N"
15.825,7.275,0,"N"
15.975,7.275,0,"N"
16.125,7.275,0,"N"
16.275,7.275,0,"N"
16.425,7.275,0,"N"
16.575,7.275,0,"N"
16.725,7.275,0,"N"
16.875,7.275,0,"N"
17.025,7.275,0,"N"
17.175,7.275,0,"N"
17.325,7.275,0,"N"
17.475,7.275,0,"N"
17.625,7.275,0,"N"
17.775,7.275,0,"N"
17.925,7.275,0,"N"
18.075,7.275,0,"N"
18.225,7.275,0,"N"
18.375,7.275,0,"N"
18.525,7.275,0,"N"
18.675,7.275,0,"N"
18.825,7.275,0,"N"
18.975,7.275,0,"N"
19.125,7.275,0,"N"
19.275,7.275,0,"N"
19.425,7.275,0,"N"
19.575,7.275,0,"N"
19.725,7.275,0,"N"
19.875,7.275,0,"N"
20.025,7.275,0,"N"
20.175,7.275,0,"N"
20.325,7.275,0,"N"
20.475,7.275,0,"N"
20.625,7.275,0,"N"
20.775,7.275,0,"N"
20.925,7.275,0,"N"
21.075,7.275,0,"N"
21.225,7.275,0,"N"
21.375,7.275,0,"N"
21.525,7.275,0,"N"
21.675,7.275,0,"N"
21.825,7.275,0,"N"
21.975,7.275,0,"N"
22.125,7.275,0,"N"
22.275,7.275,0,"N"
22.575,7.275,0,"N"
22.725,7.275,0,"N"
22.875,7.275,0,"N"
23.475,7.275,0,"N"
23.625,7.275,0,"N"
1.275,7.425,0,"N"
1.425,7.425,0,"N"
1.575,7.425,0,"N"
1.725,7.425,0,"N"
1.875,7.425,0,"N"
2.025,7.425,0,"N"
2.175,7.425,0,"N"
2.325,7.425,0,"N"
2.475,7.425,0,"IF"
2.625,7.425,0,"IF"
2.775,7.425,0,"IF"
2.925,7.425,222.222222222222,"IF"
3.075,7.425,311.111111111111,"IF"
3.225,7.425,1022.22222222222,"IF"
3.375,7.425,1822.22222222222,"IF"
3.525,7.425,5200,"IF"
3.675,7.425,4666.66666666667,"IF"
3.825,7.425,3911.11111111111,"IF"
3.975,7.425,1955.55555555556,"IF"
4.125,7.425,888.888888888889,"IF"
4.275,7.425,222.222222222222,"IF"
4.425,7.425,4355.55555555556,"IF"
4.575,7.425,4933.33333333333,"IF"
4.725,7.425,3777.77777777778,"IF"
4.875,7.425,2800,"CT"
5.025,7.425,3111.11111111111,"CT"
5.175,7.425,2266.66666666667,"CT"
5.325,7.425,2400,"CT"
5.475,7.425,2311.11111111111,"CT"
5.625,7.425,2000,"CT"
5.775,7.425,1466.66666666667,"CT"
5.925,7.425,1688.88888888889,"CT"
6.075,7.425,1866.66666666667,"CT"
6.225,7.425,2133.33333333333,"CT"
6.375,7.425,666.666666666667,"CT"
6.525,7.425,1111.11111111111,"CT"
6.675,7.425,888.888888888889,"CT"
6.825,7.425,1466.66666666667,"CT"
6.975,7.425,2088.88888888889,"CT"
7.125,7.425,1644.44444444444,"CT"
7.275,7.425,1555.55555555556,"CT"
7.425,7.425,2222.22222222222,"CT"
7.575,7.425,1733.33333333333,"CT"
7.725,7.425,1288.88888888889,"CT"
7.875,7.425,1688.88888888889,"CT"
8.025,7.425,2266.66666666667,"CT"
8.175,7.425,1288.88888888889,"CT"
8.325,7.425,1688.88888888889,"CT"
8.475,7.425,1333.33333333333,"CT"
8.625,7.425,2044.44444444444,"CT"
8.775,7.425,2355.55555555556,"CT"
8.925,7.425,2177.77777777778,"CT"
9.075,7.425,2355.55555555556,"CT"
9.225,7.425,2800,"CT"
9.375,7.425,2355.55555555556,"CT"
9.525,7.425,2444.44444444444,"CT"
9.675,7.425,800,"CT"
9.825,7.425,1511.11111111111,"CT"
9.975,7.425,2133.33333333333,"CT"
10.125,7.425,88.8888888888889,"CT"
10.275,7.425,0,"CT"
10.425,7.425,0,"CT"
10.575,7.425,0,"CT"
10.725,7.425,0,"CT"
11.475,7.425,266.666666666667,"N"
11.625,7.425,0,"N"
11.775,7.425,0,"N"
11.925,7.425,311.111111111111,"N"
12.075,7.425,266.666666666667,"N"
12.225,7.425,222.222222222222,"N"
12.375,7.425,444.444444444444,"N"
12.525,7.425,622.222222222222,"N"
12.675,7.425,666.666666666667,"N"
12.825,7.425,666.666666666667,"N"
12.975,7.425,177.777777777778,"N"
13.125,7.425,577.777777777778,"N"
13.275,7.425,266.666666666667,"N"
13.425,7.425,88.8888888888889,"N"
13.575,7.425,177.777777777778,"N"
13.725,7.425,1288.88888888889,"N"
13.875,7.425,2444.44444444444,"N"
14.025,7.425,2355.55555555556,"N"
14.175,7.425,0,"N"
14.325,7.425,0,"N"
14.475,7.425,0,"N"
14.625,7.425,0,"N"
14.775,7.425,0,"N"
14.925,7.425,0,"N"
15.075,7.425,0,"N"
15.225,7.425,0,"N"
15.375,7.425,0,"N"
15.525,7.425,0,"N"
15.675,7.425,0,"N"
15.825,7.425,0,"N"
15.975,7.425,0,"N"
16.125,7.425,0,"N"
16.275,7.425,0,"N"
16.425,7.425,0,"N"
16.575,7.425,0,"N"
16.725,7.425,0,"N"
16.875,7.425,0,"N"
17.025,7.425,0,"N"
17.175,7.425,0,"N"
17.325,7.425,0,"N"
17.475,7.425,0,"N"
17.625,7.425,0,"N"
17.775,7.425,0,"N"
17.925,7.425,0,"N"
18.075,7.425,0,"N"
18.225,7.425,0,"N"
18.375,7.425,0,"N"
18.525,7.425,0,"N"
18.675,7.425,0,"N"
18.825,7.425,0,"N"
18.975,7.425,0,"N"
19.125,7.425,0,"N"
19.275,7.425,0,"N"
19.425,7.425,0,"N"
19.575,7.425,0,"N"
19.725,7.425,0,"N"
19.875,7.425,0,"N"
20.025,7.425,0,"N"
20.175,7.425,0,"N"
20.325,7.425,0,"N"
20.475,7.425,0,"N"
20.625,7.425,0,"N"
20.775,7.425,0,"N"
20.925,7.425,0,"N"
21.075,7.425,0,"N"
21.225,7.425,0,"N"
21.375,7.425,0,"N"
21.525,7.425,0,"N"
21.675,7.425,0,"N"
21.825,7.425,0,"N"
21.975,7.425,0,"N"
22.125,7.425,0,"N"
22.275,7.425,0,"N"
1.275,7.575,0,"N"
1.425,7.575,0,"N"
1.575,7.575,0,"N"
1.725,7.575,0,"N"
1.875,7.575,0,"N"
2.025,7.575,0,"N"
2.175,7.575,0,"N"
2.325,7.575,0,"IF"
2.475,7.575,0,"IF"
2.625,7.575,0,"IF"
2.775,7.575,0,"IF"
2.925,7.575,1866.66666666667,"IF"
3.075,7.575,1688.88888888889,"IF"
3.225,7.575,2222.22222222222,"IF"
3.375,7.575,1022.22222222222,"IF"
3.525,7.575,2400,"IF"
3.675,7.575,2000,"IF"
3.825,7.575,1200,"IF"
3.975,7.575,1600,"IF"
4.125,7.575,1688.88888888889,"IF"
4.275,7.575,2577.77777777778,"IF"
4.425,7.575,2800,"IF"
4.575,7.575,3111.11111111111,"IF"
4.725,7.575,4400,"CT"
4.875,7.575,3377.77777777778,"CT"
5.025,7.575,3244.44444444444,"CT"
5.175,7.575,3688.88888888889,"CT"
5.325,7.575,2133.33333333333,"CT"
5.475,7.575,1955.55555555556,"CT"
5.625,7.575,2088.88888888889,"CT"
5.775,7.575,1244.44444444444,"CT"
5.925,7.575,1288.88888888889,"CT"
6.075,7.575,1377.77777777778,"CT"
6.225,7.575,1111.11111111111,"CT"
6.375,7.575,888.888888888889,"CT"
6.525,7.575,1377.77777777778,"CT"
6.675,7.575,1377.77777777778,"CT"
6.825,7.575,2222.22222222222,"CT"
6.975,7.575,1688.88888888889,"CT"
7.125,7.575,888.888888888889,"CT"
7.275,7.575,1644.44444444444,"CT"
7.425,7.575,2266.66666666667,"CT"
7.575,7.575,1644.44444444444,"CT"
7.725,7.575,1555.55555555556,"CT"
7.875,7.575,1511.11111111111,"CT"
8.025,7.575,1022.22222222222,"CT"
8.175,7.575,1111.11111111111,"CT"
8.325,7.575,1066.66666666667,"CT"
8.475,7.575,1155.55555555556,"CT"
8.625,7.575,2133.33333333333,"CT"
8.775,7.575,2622.22222222222,"CT"
8.925,7.575,2088.88888888889,"CT"
9.075,7.575,2133.33333333333,"CT"
9.225,7.575,1955.55555555556,"CT"
9.375,7.575,1111.11111111111,"CT"
9.525,7.575,1644.44444444444,"CT"
9.675,7.575,488.888888888889,"CT"
9.825,7.575,711.111111111111,"CT"
9.975,7.575,2444.44444444444,"CT"
10.125,7.575,0,"CT"
10.275,7.575,0,"CT"
10.425,7.575,0,"CT"
10.575,7.575,0,"CT"
10.725,7.575,0,"CT"
11.325,7.575,0,"N"
11.475,7.575,222.222222222222,"N"
11.625,7.575,0,"N"
11.775,7.575,0,"N"
11.925,7.575,222.222222222222,"N"
12.075,7.575,444.444444444444,"N"
12.225,7.575,177.777777777778,"N"
12.375,7.575,222.222222222222,"N"
12.525,7.575,311.111111111111,"N"
12.675,7.575,533.333333333333,"N"
12.825,7.575,666.666666666667,"N"
12.975,7.575,577.777777777778,"N"
13.125,7.575,488.888888888889,"N"
13.275,7.575,0,"N"
13.425,7.575,88.8888888888889,"N"
13.575,7.575,622.222222222222,"N"
13.725,7.575,1022.22222222222,"N"
13.875,7.575,2000,"N"
14.025,7.575,666.666666666667,"N"
14.175,7.575,44.4444444444444,"N"
14.325,7.575,88.8888888888889,"N"
14.475,7.575,0,"N"
14.625,7.575,177.777777777778,"N"
14.775,7.575,0,"N"
14.925,7.575,0,"N"
15.075,7.575,0,"N"
15.225,7.575,0,"N"
15.375,7.575,0,"N"
15.525,7.575,0,"N"
15.675,7.575,0,"N"
15.825,7.575,0,"N"
15.975,7.575,0,"N"
16.125,7.575,0,"N"
16.275,7.575,0,"N"
16.425,7.575,0,"N"
16.575,7.575,0,"N"
16.725,7.575,0,"N"
16.875,7.575,0,"N"
17.025,7.575,0,"N"
17.175,7.575,0,"N"
17.325,7.575,0,"N"
17.475,7.575,0,"N"
17.625,7.575,0,"N"
17.775,7.575,0,"N"
17.925,7.575,0,"N"
18.075,7.575,0,"N"
18.225,7.575,0,"N"
18.375,7.575,0,"N"
18.525,7.575,0,"N"
18.675,7.575,0,"N"
18.825,7.575,0,"N"
18.975,7.575,0,"N"
19.125,7.575,0,"N"
19.275,7.575,0,"N"
19.425,7.575,0,"N"
19.575,7.575,0,"N"
19.725,7.575,0,"N"
19.875,7.575,0,"N"
20.025,7.575,0,"N"
20.175,7.575,0,"N"
20.325,7.575,0,"N"
20.475,7.575,0,"N"
20.625,7.575,0,"N"
20.775,7.575,0,"N"
20.925,7.575,0,"N"
21.075,7.575,0,"N"
21.225,7.575,0,"N"
21.375,7.575,0,"N"
21.525,7.575,0,"N"
21.675,7.575,0,"N"
21.825,7.575,0,"N"
21.975,7.575,0,"N"
22.125,7.575,0,"N"
1.275,7.725,0,"N"
1.425,7.725,0,"N"
1.575,7.725,0,"N"
1.725,7.725,0,"N"
1.875,7.725,0,"N"
2.025,7.725,0,"N"
2.175,7.725,0,"N"
2.325,7.725,0,"IF"
2.475,7.725,0,"IF"
2.625,7.725,0,"IF"
2.775,7.725,0,"IF"
2.925,7.725,3377.77777777778,"IF"
3.075,7.725,3866.66666666667,"IF"
3.225,7.725,2355.55555555556,"IF"
3.375,7.725,2222.22222222222,"IF"
3.525,7.725,3822.22222222222,"IF"
3.675,7.725,3377.77777777778,"IF"
3.825,7.725,933.333333333333,"IF"
3.975,7.725,2222.22222222222,"IF"
4.125,7.725,2044.44444444444,"IF"
4.275,7.725,2755.55555555556,"IF"
4.425,7.725,3155.55555555556,"IF"
4.575,7.725,3511.11111111111,"CT"
4.725,7.725,2666.66666666667,"CT"
4.875,7.725,1688.88888888889,"CT"
5.025,7.725,2488.88888888889,"CT"
5.175,7.725,2266.66666666667,"CT"
5.325,7.725,2133.33333333333,"CT"
5.475,7.725,2711.11111111111,"CT"
5.625,7.725,1111.11111111111,"CT"
5.775,7.725,888.888888888889,"CT"
5.925,7.725,844.444444444444,"CT"
6.075,7.725,1022.22222222222,"CT"
6.225,7.725,2355.55555555556,"CT"
6.375,7.725,1155.55555555556,"CT"
6.525,7.725,1866.66666666667,"CT"
6.675,7.725,2000,"CT"
6.825,7.725,1155.55555555556,"CT"
6.975,7.725,755.555555555556,"CT"
7.125,7.725,1777.77777777778,"CT"
7.275,7.725,2222.22222222222,"CT"
7.425,7.725,1288.88888888889,"CT"
7.575,7.725,1200,"CT"
7.725,7.725,1422.22222222222,"CT"
7.875,7.725,1200,"CT"
8.025,7.725,844.444444444444,"CT"
8.175,7.725,1955.55555555556,"CT"
8.325,7.725,1511.11111111111,"CT"
8.475,7.725,1511.11111111111,"CT"
8.625,7.725,1555.55555555556,"CT"
8.775,7.725,2177.77777777778,"CT"
8.925,7.725,1066.66666666667,"CT"
9.075,7.725,1466.66666666667,"CT"
9.225,7.725,533.333333333333,"CT"
9.375,7.725,1733.33333333333,"CT"
9.525,7.725,1688.88888888889,"CT"
9.675,7.725,711.111111111111,"CT"
9.825,7.725,1111.11111111111,"CT"
9.975,7.725,1644.44444444444,"CT"
10.125,7.725,0,"CT"
10.275,7.725,0,"CT"
10.425,7.725,0,"CT"
10.575,7.725,0,"CT"
10.875,7.725,0,"N"
11.025,7.725,0,"N"
11.175,7.725,0,"N"
11.325,7.725,0,"N"
11.475,7.725,133.333333333333,"N"
11.625,7.725,533.333333333333,"N"
11.775,7.725,711.111111111111,"N"
11.925,7.725,177.777777777778,"N"
12.075,7.725,711.111111111111,"N"
12.225,7.725,533.333333333333,"N"
12.375,7.725,533.333333333333,"N"
12.525,7.725,444.444444444444,"N"
12.675,7.725,44.4444444444444,"N"
12.825,7.725,0,"N"
12.975,7.725,0,"N"
13.125,7.725,0,"N"
13.275,7.725,44.4444444444444,"N"
13.425,7.725,222.222222222222,"N"
13.575,7.725,355.555555555556,"N"
13.725,7.725,488.888888888889,"N"
13.875,7.725,977.777777777778,"N"
14.025,7.725,400,"N"
14.175,7.725,177.777777777778,"N"
14.325,7.725,0,"N"
14.475,7.725,44.4444444444444,"N"
14.625,7.725,0,"N"
14.775,7.725,0,"N"
14.925,7.725,0,"N"
15.075,7.725,0,"N"
15.225,7.725,0,"N"
15.375,7.725,0,"N"
15.525,7.725,0,"N"
15.675,7.725,0,"N"
15.825,7.725,0,"N"
15.975,7.725,0,"N"
16.125,7.725,0,"N"
16.275,7.725,0,"N"
16.425,7.725,0,"N"
16.575,7.725,0,"N"
16.725,7.725,0,"N"
16.875,7.725,0,"N"
17.025,7.725,0,"N"
17.175,7.725,0,"N"
17.325,7.725,0,"N"
17.475,7.725,0,"N"
17.625,7.725,0,"N"
17.775,7.725,0,"N"
17.925,7.725,0,"N"
18.075,7.725,0,"N"
18.225,7.725,0,"N"
18.375,7.725,0,"N"
18.525,7.725,0,"N"
18.675,7.725,0,"N"
18.825,7.725,0,"N"
18.975,7.725,0,"N"
19.125,7.725,0,"N"
19.275,7.725,0,"N"
19.425,7.725,0,"N"
19.575,7.725,0,"N"
19.725,7.725,0,"N"
19.875,7.725,0,"N"
20.025,7.725,0,"N"
20.175,7.725,0,"N"
20.325,7.725,0,"N"
20.475,7.725,0,"N"
20.625,7.725,0,"N"
20.775,7.725,0,"N"
20.925,7.725,0,"N"
21.075,7.725,0,"N"
21.225,7.725,0,"N"
21.375,7.725,0,"N"
21.525,7.725,0,"N"
21.675,7.725,0,"N"
21.825,7.725,0,"N"
21.975,7.725,0,"N"
22.125,7.725,0,"N"
1.275,7.875,0,"N"
1.425,7.875,0,"N"
